order_id,product_id,quantity,price_per_unit,order_item_id,order_id_order_item_id
103,176,1,127,2,1032
104,74,1,308,1,1041
105,6,2,233,1,1051
105,59,1,823,2,1052
105,68,1,613,3,1053
105,158,2,462,4,1054
106,2,1,557,1,1061
106,48,2,891,2,1062
107,49,3,957,1,1071
107,115,2,985,2,1072
107,145,3,636,3,1073
107,186,3,502,4,1074
108,117,1,781,1,1081
108,177,3,830,2,1082
108,199,2,747,3,1083
109,12,2,999,1,1091
109,32,3,621,2,1092
109,52,1,631,3,1093
109,94,1,921,4,1094
109,99,3,863,5,1095
110,27,2,780,1,1101
110,108,1,682,2,1102
110,116,3,644,3,1103
110,170,1,939,4,1104
110,189,1,115,5,1105
111,114,2,938,1,1111
112,84,2,247,1,1121
112,155,1,111,2,1122
113,159,2,388,1,1131
114,19,3,506,1,1141
114,58,1,923,2,1142
114,132,2,296,3,1143
114,165,2,732,4,1144
115,104,2,262,1,1151
115,114,1,559,2,1152
116,141,3,274,1,1161
116,163,1,714,2,1162
117,30,3,160,1,1171
118,93,3,371,1,1181
118,149,3,227,2,1182
119,198,2,895,1,1191
120,134,2,956,1,1201
121,116,3,800,1,1211
121,148,1,797,2,1212
122,45,3,129,1,1221
122,154,2,833,2,1222
122,171,1,376,3,1223
122,188,2,579,4,1224
123,17,1,573,1,1231
123,29,3,360,2,1232
123,45,1,662,3,1233
124,159,2,320,1,1241
124,192,2,215,2,1242
125,40,1,882,1,1251
125,87,2,657,2,1252
125,192,3,962,3,1253
125,197,1,436,4,1254
126,54,1,462,1,1261
126,197,1,111,2,1262
127,170,2,222,1,1271
127,174,2,542,2,1272
127,191,1,393,3,1273
128,18,3,209,1,1281
128,45,1,916,2,1282
129,80,2,684,1,1291
129,104,3,866,2,1292
129,112,1,73,3,1293
129,141,2,493,4,1294
130,2,2,126,1,1301
130,18,3,542,2,1302
130,84,1,507,3,1303
131,39,2,218,1,1311
132,2,1,542,1,1321
132,53,1,866,2,1322
132,92,2,520,3,1323
132,117,3,840,4,1324
132,168,3,825,5,1325
133,89,3,555,1,1331
133,164,2,82,2,1332
134,26,2,267,1,1341
134,36,3,183,2,1342
134,53,1,493,3,1343
134,61,1,982,4,1344
135,44,1,250,1,1351
136,15,2,537,1,1361
136,24,1,304,2,1362
136,91,1,905,3,1363
136,132,1,276,4,1364
136,146,3,505,5,1365
137,134,1,574,1,1371
137,167,1,763,2,1372
138,65,1,446,1,1381
138,79,1,645,2,1382
138,172,1,934,3,1383
139,12,3,677,1,1391
139,59,3,965,2,1392
139,132,2,903,3,1393
140,44,3,193,1,1401
140,65,2,175,2,1402
140,98,1,684,3,1403
140,119,1,790,4,1404
141,148,3,642,1,1411
141,173,1,665,2,1412
142,111,1,466,1,1421
142,155,2,534,2,1422
143,94,3,415,1,1431
144,9,3,688,1,1441
144,69,2,358,2,1442
144,147,2,897,3,1443
145,2,1,650,1,1451
145,9,1,866,2,1452
145,63,1,475,3,1453
146,71,2,939,1,1461
146,105,1,390,2,1462
147,9,3,955,1,1471
147,93,2,372,2,1472
147,102,1,477,3,1473
148,33,1,962,1,1481
148,107,1,562,2,1482
148,137,3,436,3,1483
149,15,3,445,1,1491
149,145,2,248,2,1492
150,2,2,127,1,1501
150,13,1,188,2,1502
150,108,2,423,3,1503
150,112,3,84,4,1504
150,154,1,832,5,1505
151,41,1,397,1,1511
151,68,1,240,2,1512
151,86,1,526,3,1513
151,106,1,488,4,1514
151,124,1,92,5,1515
152,66,3,250,1,1521
152,150,2,974,2,1522
153,106,1,438,1,1531
153,107,2,577,2,1532
153,115,3,347,3,1533
153,176,1,53,4,1534
153,187,1,111,5,1535
154,56,1,459,1,1541
154,67,1,458,2,1542
154,117,2,833,3,1543
154,131,2,447,4,1544
154,190,3,544,5,1545
155,23,3,936,1,1551
155,91,1,459,2,1552
155,99,1,410,3,1553
155,102,3,247,4,1554
156,45,2,677,1,1561
156,148,2,858,2,1562
156,162,3,611,3,1563
156,195,2,329,4,1564
157,158,3,897,1,1571
157,186,1,245,2,1572
158,165,3,990,1,1581
158,185,2,411,2,1582
159,19,3,814,1,1591
159,84,3,474,2,1592
159,100,2,913,3,1593
159,147,3,160,4,1594
159,185,2,278,5,1595
160,80,3,942,1,1601
160,140,3,173,2,1602
161,80,2,627,1,1611
161,121,1,337,2,1612
161,136,3,747,3,1613
161,140,2,541,4,1614
161,151,2,697,5,1615
162,105,2,825,1,1621
163,104,3,690,1,1631
163,158,3,363,2,1632
163,159,1,936,3,1633
164,48,2,337,1,1641
164,76,3,491,2,1642
164,139,3,688,3,1643
165,8,3,564,1,1651
165,23,3,466,2,1652
165,38,1,388,3,1653
166,20,2,791,1,1661
166,20,3,418,2,1662
166,73,2,496,3,1663
166,172,2,893,4,1664
166,192,2,459,5,1665
167,23,2,621,1,1671
167,103,1,213,2,1672
168,9,3,821,1,1681
168,166,3,469,2,1682
168,175,3,155,3,1683
168,184,3,738,4,1684
169,92,3,994,1,1691
170,60,1,504,1,1701
171,44,2,628,1,1711
171,122,1,455,2,1712
172,11,3,644,1,1721
172,74,2,505,2,1722
172,91,1,556,3,1723
172,166,2,413,4,1724
173,192,3,739,1,1731
174,9,1,532,1,1741
174,39,1,925,2,1742
174,63,2,220,3,1743
174,154,3,431,4,1744
175,43,3,340,1,1751
175,45,2,740,2,1752
175,95,3,814,3,1753
175,174,1,625,4,1754
176,64,1,939,1,1761
176,124,1,599,2,1762
177,2,1,104,1,1771
177,128,1,726,2,1772
177,146,2,85,3,1773
178,51,1,588,1,1781
178,95,1,586,2,1782
178,129,1,646,3,1783
178,172,1,916,4,1784
179,20,3,737,1,1791
179,71,2,785,2,1792
179,124,3,708,3,1793
179,153,3,707,4,1794
179,158,2,331,5,1795
180,39,2,386,1,1801
181,109,2,476,1,1811
181,146,1,875,2,1812
181,173,1,450,3,1813
182,5,2,205,1,1821
182,191,1,639,2,1822
183,64,1,513,1,1831
183,68,3,795,2,1832
183,196,1,280,3,1833
184,64,3,889,1,1841
184,143,2,566,2,1842
184,198,2,503,3,1843
185,77,2,933,1,1851
186,1,2,523,1,1861
186,88,2,470,2,1862
187,51,1,381,1,1871
187,161,2,203,2,1872
187,166,2,441,3,1873
187,174,3,107,4,1874
188,26,2,896,1,1881
188,74,2,670,2,1882
188,88,3,537,3,1883
188,199,1,860,4,1884
189,13,3,558,1,1891
189,84,3,981,2,1892
189,109,2,790,3,1893
189,174,1,66,4,1894
189,200,1,577,5,1895
190,95,3,53,1,1901
190,105,3,309,2,1902
190,163,1,882,3,1903
190,170,1,714,4,1904
191,174,3,918,1,1911
191,177,2,832,2,1912
192,98,3,96,1,1921
192,113,3,973,2,1922
192,152,3,317,3,1923
193,90,3,768,1,1931
193,98,2,559,2,1932
193,143,2,907,3,1933
193,147,2,685,4,1934
193,193,1,728,5,1935
194,60,2,110,1,1941
195,25,1,899,1,1951
195,39,2,110,2,1952
195,125,2,187,3,1953
195,147,2,196,4,1954
195,171,2,725,5,1955
196,49,2,822,1,1961
197,1,1,409,1,1971
198,48,1,957,1,1981
199,5,1,768,1,1991
199,57,1,866,2,1992
199,78,2,223,3,1993
199,200,3,710,4,1994
200,114,2,806,1,2001
200,161,1,74,2,2002
200,181,2,899,3,2003
201,11,3,152,1,2011
202,84,3,185,1,2021
202,151,3,133,2,2022
203,18,1,481,1,2031
204,50,1,246,1,2041
204,140,3,964,2,2042
204,180,3,231,3,2043
205,8,1,160,1,2051
205,191,3,310,2,2052
205,200,1,759,3,2053
205,200,1,392,4,2054
206,18,1,298,1,2061
206,54,2,544,2,2062
206,109,1,609,3,2063
206,110,1,896,4,2064
206,125,2,256,5,2065
207,78,3,107,1,2071
207,156,3,635,2,2072
207,164,1,651,3,2073
208,51,1,691,1,2081
208,144,3,66,2,2082
208,162,1,553,3,2083
209,149,1,855,1,2091
209,181,2,782,2,2092
210,51,1,753,1,2101
210,56,2,315,2,2102
210,79,1,616,3,2103
211,79,1,511,1,2111
211,141,2,87,2,2112
211,149,3,585,3,2113
211,184,2,427,4,2114
212,35,1,488,1,2121
212,64,2,729,2,2122
212,105,3,696,3,2123
212,129,1,402,4,2124
212,139,2,418,5,2125
213,12,3,862,1,2131
213,32,2,533,2,2132
213,32,1,297,3,2133
213,141,3,248,4,2134
214,19,1,242,1,2141
214,57,3,833,2,2142
214,66,1,362,3,2143
214,151,2,350,4,2144
215,32,1,230,1,2151
215,71,2,397,2,2152
215,147,1,420,3,2153
215,153,3,705,4,2154
216,139,2,765,1,2161
217,41,3,65,1,2171
217,101,2,457,2,2172
217,124,1,596,3,2173
217,154,1,334,4,2174
217,177,2,177,5,2175
218,54,3,651,1,2181
218,85,2,942,2,2182
218,106,2,380,3,2183
218,194,1,117,4,2184
219,30,3,947,1,2191
219,58,2,517,2,2192
219,97,1,672,3,2193
219,120,1,483,4,2194
219,144,1,334,5,2195
220,63,1,996,1,2201
220,93,3,603,2,2202
220,167,1,606,3,2203
220,179,1,450,4,2204
221,47,3,602,1,2211
222,11,3,919,1,2221
222,69,3,880,2,2222
222,73,2,527,3,2223
223,32,1,319,1,2231
224,5,2,237,1,2241
224,22,3,998,2,2242
224,64,1,632,3,2243
224,97,1,722,4,2244
224,110,1,626,5,2245
225,73,2,270,1,2251
225,152,2,530,2,2252
225,154,1,610,3,2253
226,17,2,598,1,2261
226,160,1,518,2,2262
226,188,3,67,3,2263
227,21,2,811,1,2271
227,28,2,369,2,2272
227,91,3,738,3,2273
227,155,1,869,4,2274
228,68,2,991,1,2281
228,72,2,392,2,2282
228,98,2,258,3,2283
228,120,2,944,4,2284
228,184,3,828,5,2285
229,18,1,676,1,2291
229,49,2,557,2,2292
229,73,2,125,3,2293
229,149,1,418,4,2294
229,165,3,652,5,2295
230,33,1,120,1,2301
230,37,3,475,2,2302
230,43,1,326,3,2303
230,140,1,690,4,2304
231,22,1,510,1,2311
231,74,3,804,2,2312
231,81,2,174,3,2313
231,90,2,399,4,2314
231,93,1,131,5,2315
232,19,2,252,1,2321
232,51,1,757,2,2322
232,104,2,670,3,2323
233,27,2,783,1,2331
233,27,2,424,2,2332
233,63,3,628,3,2333
233,99,3,258,4,2334
233,176,2,573,5,2335
234,73,3,257,1,2341
234,119,1,709,2,2342
234,163,1,419,3,2343
234,165,3,213,4,2344
235,126,2,898,1,2351
235,129,2,471,2,2352
236,55,3,326,1,2361
237,153,1,71,1,2371
238,5,2,769,1,2381
238,127,2,635,2,2382
239,10,1,470,1,2391
239,14,2,708,2,2392
239,116,3,96,3,2393
239,178,2,744,4,2394
239,182,1,895,5,2395
240,64,3,299,1,2401
240,189,1,917,2,2402
241,79,3,290,1,2411
241,98,3,385,2,2412
242,118,1,234,1,2421
243,80,2,239,1,2431
243,85,2,799,2,2432
243,116,2,798,3,2433
243,160,3,806,4,2434
243,178,3,733,5,2435
244,156,1,69,1,2441
244,163,3,643,2,2442
245,16,2,152,1,2451
245,19,2,956,2,2452
245,56,2,148,3,2453
245,82,2,226,4,2454
245,162,3,811,5,2455
246,8,2,340,1,2461
246,145,2,305,2,2462
246,164,2,771,3,2463
247,70,3,418,1,2471
247,156,1,152,2,2472
248,176,1,938,1,2481
249,48,2,607,1,2491
249,76,3,311,2,2492
249,86,3,792,3,2493
249,118,3,224,4,2494
250,9,3,590,1,2501
250,89,1,401,2,2502
250,127,3,672,3,2503
250,184,2,964,4,2504
251,22,2,684,1,2511
251,75,3,846,2,2512
251,92,3,589,3,2513
251,164,2,59,4,2514
251,178,1,295,5,2515
252,63,1,653,1,2521
252,140,1,920,2,2522
253,20,2,162,1,2531
253,94,2,499,2,2532
253,200,2,918,3,2533
254,145,2,985,1,2541
255,126,2,559,1,2551
255,189,1,330,2,2552
256,14,1,363,1,2561
256,67,1,367,2,2562
256,99,1,577,3,2563
256,164,2,123,4,2564
257,135,3,191,1,2571
258,123,3,704,1,2581
258,152,2,294,2,2582
259,116,2,501,1,2591
259,140,1,396,2,2592
259,161,2,645,3,2593
259,181,3,346,4,2594
260,32,1,91,1,2601
260,83,2,835,2,2602
260,93,1,465,3,2603
260,126,1,178,4,2604
260,146,1,501,5,2605
261,64,2,488,1,2611
261,73,3,427,2,2612
262,16,3,775,1,2621
263,6,3,519,1,2631
263,79,3,156,2,2632
263,94,2,97,3,2633
263,101,3,503,4,2634
263,104,3,391,5,2635
264,51,2,913,1,2641
264,68,2,994,2,2642
264,71,2,192,3,2643
264,136,3,281,4,2644
264,191,2,262,5,2645
265,46,2,715,1,2651
266,23,2,789,1,2661
266,179,1,645,2,2662
267,8,1,600,1,2671
267,117,2,344,2,2672
267,149,1,459,3,2673
267,175,3,317,4,2674
268,153,3,532,1,2681
269,18,3,439,1,2691
270,147,1,988,1,2701
271,34,3,302,1,2711
271,66,1,509,2,2712
272,78,1,630,1,2721
272,161,1,310,2,2722
273,46,1,852,1,2731
273,61,2,143,2,2732
273,63,2,398,3,2733
273,117,3,352,4,2734
273,125,2,548,5,2735
274,53,3,879,1,2741
274,115,1,487,2,2742
274,126,3,637,3,2743
274,170,1,534,4,2744
275,4,2,721,1,2751
275,91,3,661,2,2752
276,172,3,247,1,2761
276,199,1,738,2,2762
277,140,2,940,1,2771
278,105,3,896,1,2781
278,189,1,642,2,2782
279,54,1,129,1,2791
279,79,1,582,2,2792
279,107,1,681,3,2793
279,154,3,753,4,2794
280,46,3,188,1,2801
281,200,3,796,1,2811
282,63,2,623,1,2821
282,73,1,256,2,2822
282,116,3,672,3,2823
282,175,1,748,4,2824
282,197,1,56,5,2825
283,10,3,957,1,2831
283,75,1,889,2,2832
283,88,1,477,3,2833
284,127,2,261,1,2841
284,169,1,635,2,2842
285,67,1,132,1,2851
285,119,2,530,2,2852
285,126,1,181,3,2853
285,147,3,428,4,2854
285,193,1,100,5,2855
286,44,3,348,1,2861
286,131,3,631,2,2862
286,179,3,126,3,2863
287,70,2,258,1,2871
287,141,2,515,2,2872
288,28,1,788,1,2881
288,94,2,52,2,2882
288,170,2,551,3,2883
288,194,2,466,4,2884
289,76,3,282,1,2891
289,139,3,542,2,2892
290,70,2,538,1,2901
290,94,3,371,2,2902
290,98,2,202,3,2903
290,185,2,407,4,2904
290,191,3,260,5,2905
291,63,3,498,1,2911
291,125,3,233,2,2912
291,133,3,161,3,2913
291,174,1,657,4,2914
292,109,1,638,1,2921
292,148,3,304,2,2922
292,194,2,681,3,2923
293,68,1,951,1,2931
293,146,1,447,2,2932
294,11,3,891,1,2941
294,74,3,203,2,2942
295,53,1,542,1,2951
295,120,1,602,2,2952
296,46,2,958,1,2961
296,149,3,238,2,2962
297,3,1,210,1,2971
298,50,3,65,1,2981
298,120,1,419,2,2982
299,115,1,754,1,2991
300,4,1,352,1,3001
300,13,3,969,2,3002
300,32,1,567,3,3003
300,36,3,323,4,3004
300,76,1,571,5,3005
301,73,3,694,1,3011
302,14,1,115,1,3021
302,61,2,903,2,3022
302,154,3,369,3,3023
302,187,3,234,4,3024
302,190,3,915,5,3025
303,46,1,705,1,3031
303,58,2,370,2,3032
303,103,3,752,3,3033
303,123,1,222,4,3034
304,143,3,455,1,3041
305,133,2,524,1,3051
305,160,2,530,2,3052
305,173,1,927,3,3053
306,34,1,990,1,3061
306,155,3,167,2,3062
307,7,3,655,1,3071
307,57,3,448,2,3072
307,69,3,216,3,3073
307,152,2,787,4,3074
307,197,2,920,5,3075
308,41,1,413,1,3081
308,127,3,362,2,3082
308,154,2,563,3,3083
308,157,3,429,4,3084
309,134,3,942,1,3091
310,115,1,191,1,3101
311,51,1,252,1,3111
311,152,2,167,2,3112
312,137,2,254,1,3121
313,16,3,235,1,3131
313,54,2,157,2,3132
313,95,3,877,3,3133
314,22,2,181,1,3141
314,67,1,888,2,3142
314,190,1,911,3,3143
315,90,3,550,1,3151
316,192,2,632,1,3161
317,20,3,878,1,3171
317,34,2,624,2,3172
317,48,3,983,3,3173
318,128,1,599,1,3181
319,132,1,913,1,3191
319,195,1,331,2,3192
320,24,2,407,1,3201
320,156,1,328,2,3202
321,26,2,386,1,3211
321,94,2,70,2,3212
321,94,2,705,3,3213
321,143,1,440,4,3214
321,164,2,693,5,3215
322,110,1,956,1,3221
322,139,2,543,2,3222
322,170,2,554,3,3223
323,103,1,806,1,3231
323,115,2,592,2,3232
323,177,1,870,3,3233
324,58,2,603,1,3241
324,58,3,719,2,3242
324,165,2,351,3,3243
325,13,1,765,1,3251
325,87,1,211,2,3252
325,111,1,404,3,3253
326,55,1,513,1,3261
326,91,2,790,2,3262
326,141,2,673,3,3263
326,146,1,889,4,3264
327,6,3,283,1,3271
327,7,1,215,2,3272
327,102,2,694,3,3273
327,196,2,924,4,3274
328,60,3,512,1,3281
328,167,3,632,2,3282
328,190,1,826,3,3283
329,37,3,226,1,3291
329,48,2,545,2,3292
329,118,3,872,3,3293
330,42,3,991,1,3301
330,154,1,298,2,3302
330,154,2,360,3,3303
330,200,1,347,4,3304
331,48,1,984,1,3311
331,108,2,99,2,3312
331,139,1,197,3,3313
331,181,2,511,4,3314
332,80,3,250,1,3321
332,115,2,767,2,3322
332,170,2,730,3,3323
333,49,3,206,1,3331
333,69,3,273,2,3332
333,95,2,353,3,3333
333,178,1,597,4,3334
334,55,2,153,1,3341
334,99,2,639,2,3342
334,136,3,471,3,3343
334,169,3,301,4,3344
335,33,2,969,1,3351
335,109,2,453,2,3352
335,113,1,535,3,3353
335,150,3,337,4,3354
336,64,1,508,1,3361
336,105,2,116,2,3362
336,114,3,67,3,3363
336,182,2,866,4,3364
337,5,3,252,1,3371
337,8,1,947,2,3372
337,59,1,936,3,3373
337,154,2,235,4,3374
338,23,3,275,1,3381
338,42,3,429,2,3382
338,60,2,845,3,3383
338,62,2,172,4,3384
338,147,3,701,5,3385
339,94,2,481,1,3391
340,144,2,673,1,3401
340,173,3,692,2,3402
341,39,1,671,1,3411
341,65,1,486,2,3412
341,90,3,363,3,3413
341,115,2,228,4,3414
342,24,3,143,1,3421
342,30,2,862,2,3422
342,53,3,137,3,3423
343,8,2,655,1,3431
343,43,1,705,2,3432
343,66,2,183,3,3433
343,178,2,532,4,3434
343,181,1,436,5,3435
344,3,1,711,1,3441
344,12,3,634,2,3442
344,17,1,855,3,3443
344,100,2,832,4,3444
344,188,3,303,5,3445
345,2,2,230,1,3451
345,4,1,618,2,3452
345,51,1,805,3,3453
345,162,3,115,4,3454
345,189,1,884,5,3455
346,87,1,373,1,3461
347,1,1,309,1,3471
347,92,1,919,2,3472
347,102,2,741,3,3473
347,120,1,449,4,3474
348,158,2,738,1,3481
349,90,2,408,1,3491
349,93,1,133,2,3492
349,111,2,437,3,3493
349,170,2,783,4,3494
349,173,1,109,5,3495
350,108,3,715,1,3501
350,129,2,868,2,3502
351,13,1,399,1,3511
351,73,3,646,2,3512
352,52,3,168,1,3521
352,98,1,920,2,3522
352,147,3,583,3,3523
352,169,1,725,4,3524
353,37,1,341,1,3531
354,114,3,128,1,3541
355,7,2,724,1,3551
355,145,2,748,2,3552
356,54,3,787,1,3561
356,67,1,602,2,3562
356,77,3,426,3,3563
356,117,1,482,4,3564
356,195,3,589,5,3565
357,67,3,95,1,3571
358,38,3,891,1,3581
358,56,1,202,2,3582
358,68,2,442,3,3583
358,79,3,419,4,3584
358,104,3,516,5,3585
359,112,1,575,1,3591
359,182,2,58,2,3592
360,123,2,723,1,3601
360,139,1,684,2,3602
360,183,1,599,3,3603
361,1,3,769,1,3611
361,6,2,358,2,3612
361,89,2,780,3,3613
361,109,1,238,4,3614
362,23,2,874,1,3621
362,72,1,250,2,3622
362,95,1,102,3,3623
363,107,3,196,1,3631
363,167,3,329,2,3632
364,42,3,653,1,3641
364,55,2,440,2,3642
364,72,2,243,3,3643
364,198,1,775,4,3644
365,37,1,70,1,3651
366,40,3,594,1,3661
366,83,2,836,2,3662
366,103,2,390,3,3663
366,106,3,608,4,3664
367,17,1,706,1,3671
368,47,3,459,1,3681
368,97,3,670,2,3682
368,152,2,247,3,3683
368,184,3,120,4,3684
369,23,1,732,1,3691
