order_id,product_id,quantity,price_per_unit
111,114,2,938
112,155,1,111
112,84,2,247
113,159,2,388
114,132,2,296
114,19,3,506
114,165,2,732
114,58,1,923
115,104,2,262
115,114,1,559
116,163,1,714
116,141,3,274
117,30,3,160
118,93,3,371
118,149,3,227
119,198,2,895
120,134,2,956
121,116,3,800
121,148,1,797
122,45,3,129
122,154,2,833
122,188,2,579
122,171,1,376
123,29,3,360
123,17,1,573
123,45,1,662
124,192,2,215
124,159,2,320
125,197,1,436
125,87,2,657
125,40,1,882
125,192,3,962
126,54,1,462
126,197,1,111
127,170,2,222
127,191,1,393
127,174,2,542
128,18,3,209
128,45,1,916
129,104,3,866
129,141,2,493
129,112,1,73
129,80,2,684
130,84,1,507
130,2,2,126
130,18,3,542
131,39,2,218
132,2,1,542
132,168,3,825
132,92,2,520
132,117,3,840
132,53,1,866
133,89,3,555
133,164,2,82
134,53,1,493
134,36,3,183
134,61,1,982
134,26,2,267
135,44,1,250
136,24,1,304
136,15,2,537
136,132,1,276
136,91,1,905
136,146,3,505
137,167,1,763
137,134,1,574
138,172,1,934
138,65,1,446
138,79,1,645
139,132,2,903
139,59,3,965
139,12,3,677
140,44,3,193
140,119,1,790
140,65,2,175
140,98,1,684
141,148,3,642
141,173,1,665
142,111,1,466
142,155,2,534
143,94,3,415
144,9,3,688
144,147,2,897
144,69,2,358
145,63,1,475
145,2,1,650
145,9,1,866
146,105,1,390
146,71,2,939
147,102,1,477
147,9,3,955
147,93,2,372
148,107,1,562
148,33,1,962
148,137,3,436
149,15,3,445
149,145,2,248
150,154,1,832
150,2,2,127
150,108,2,423
150,112,3,84
150,13,1,188
151,41,1,397
151,106,1,488
151,86,1,526
151,124,1,92
151,68,1,240
152,66,3,250
152,150,2,974
153,106,1,438
153,187,1,111
153,115,3,347
153,176,1,53
153,107,2,577
154,117,2,833
154,56,1,459
154,131,2,447
154,67,1,458
154,190,3,544
155,23,3,936
155,91,1,459
155,102,3,247
155,99,1,410
156,148,2,858
156,45,2,677
156,195,2,329
156,162,3,611
157,158,3,897
157,186,1,245
158,165,3,990
158,185,2,411
159,19,3,814
159,185,2,278
159,147,3,160
159,84,3,474
159,100,2,913
160,80,3,942
160,140,3,173
161,121,1,337
161,136,3,747
161,140,2,541
161,151,2,697
161,80,2,627
162,105,2,825
163,159,1,936
163,104,3,690
163,158,3,363
164,139,3,688
164,48,2,337
164,76,3,491
165,23,3,466
165,8,3,564
165,38,1,388
166,20,2,791
166,73,2,496
166,20,3,418
166,192,2,459
166,172,2,893
167,103,1,213
167,23,2,621
168,184,3,738
168,166,3,469
168,9,3,821
168,175,3,155
169,92,3,994
170,60,1,504
171,122,1,455
171,44,2,628
172,74,2,505
172,11,3,644
172,91,1,556
172,166,2,413
173,192,3,739
174,9,1,532
174,154,3,431
174,39,1,925
174,63,2,220
175,45,2,740
175,95,3,814
175,43,3,340
175,174,1,625
176,64,1,939
176,124,1,599
177,2,1,104
177,146,2,85
177,128,1,726
178,95,1,586
178,172,1,916
178,51,1,588
178,129,1,646
179,71,2,785
179,124,3,708
179,153,3,707
179,158,2,331
179,20,3,737
180,39,2,386
181,173,1,450
181,109,2,476
181,146,1,875
182,191,1,639
182,5,2,205
183,196,1,280
183,64,1,513
183,68,3,795
184,143,2,566
184,64,3,889
184,198,2,503
185,77,2,933
186,1,2,523
186,88,2,470
187,161,2,203
187,51,1,381
187,174,3,107
187,166,2,441
188,88,3,537
188,74,2,670
188,199,1,860
188,26,2,896
189,200,1,577
189,13,3,558
189,174,1,66
189,109,2,790
189,84,3,981
190,163,1,882
190,105,3,309
190,95,3,53
190,170,1,714
191,177,2,832
191,174,3,918
192,98,3,96
192,113,3,973
192,152,3,317
193,98,2,559
193,147,2,685
193,90,3,768
193,193,1,728
193,143,2,907
194,60,2,110
195,25,1,899
195,171,2,725
195,147,2,196
195,125,2,187
195,39,2,110
196,49,2,822
197,1,1,409
198,48,1,957
199,57,1,866
199,78,2,223
199,200,3,710
199,5,1,768
200,181,2,899
200,114,2,806
200,161,1,74
201,11,3,152
202,151,3,133
202,84,3,185
203,18,1,481
204,50,1,246
204,140,3,964
204,180,3,231
205,200,1,759
205,191,3,310
205,200,1,392
205,8,1,160
206,125,2,256
206,109,1,609
206,110,1,896
206,54,2,544
206,18,1,298
207,164,1,651
207,156,3,635
207,78,3,107
208,144,3,66
208,51,1,691
208,162,1,553
209,181,2,782
209,149,1,855
210,79,1,616
210,56,2,315
210,51,1,753
211,141,2,87
211,79,1,511
211,149,3,585
211,184,2,427
212,35,1,488
212,129,1,402
212,139,2,418
212,105,3,696
212,64,2,729
213,32,2,533
213,12,3,862
213,32,1,297
213,141,3,248
214,57,3,833
214,66,1,362
214,19,1,242
214,151,2,350
215,153,3,705
215,32,1,230
215,71,2,397
215,147,1,420
216,139,2,765
217,154,1,334
217,124,1,596
217,101,2,457
217,177,2,177
217,41,3,65
218,106,2,380
218,54,3,651
218,85,2,942
218,194,1,117
219,58,2,517
219,97,1,672
219,30,3,947
219,144,1,334
219,120,1,483
220,63,1,996
220,167,1,606
220,179,1,450
220,93,3,603
221,47,3,602
222,73,2,527
222,69,3,880
222,11,3,919
223,32,1,319
224,5,2,237
224,110,1,626
224,64,1,632
224,97,1,722
224,22,3,998
225,73,2,270
225,152,2,530
225,154,1,610
226,188,3,67
226,17,2,598
226,160,1,518
227,28,2,369
227,91,3,738
227,155,1,869
227,21,2,811
228,72,2,392
228,184,3,828
228,68,2,991
228,120,2,944
228,98,2,258
229,18,1,676
229,165,3,652
229,73,2,125
229,149,1,418
229,49,2,557
230,33,1,120
230,43,1,326
230,37,3,475
230,140,1,690
231,22,1,510
231,93,1,131
231,81,2,174
231,74,3,804
231,90,2,399
232,104,2,670
232,51,1,757
232,19,2,252
233,176,2,573
233,27,2,783
233,27,2,424
233,63,3,628
233,99,3,258
234,165,3,213
234,119,1,709
234,73,3,257
234,163,1,419
235,126,2,898
235,129,2,471
236,55,3,326
237,153,1,71
238,127,2,635
238,5,2,769
239,116,3,96
239,178,2,744
239,182,1,895
239,14,2,708
239,10,1,470
240,189,1,917
240,64,3,299
241,98,3,385
241,79,3,290
242,118,1,234
243,160,3,806
243,116,2,798
243,85,2,799
243,80,2,239
243,178,3,733
244,156,1,69
244,163,3,643
245,162,3,811
245,82,2,226
245,16,2,152
245,56,2,148
245,19,2,956
246,145,2,305
246,164,2,771
246,8,2,340
247,156,1,152
247,70,3,418
248,176,1,938
249,76,3,311
249,48,2,607
249,118,3,224
249,86,3,792
250,127,3,672
250,184,2,964
250,89,1,401
250,9,3,590
251,178,1,295
251,164,2,59
251,75,3,846
251,22,2,684
251,92,3,589
252,63,1,653
252,140,1,920
253,94,2,499
253,200,2,918
253,20,2,162
254,145,2,985
255,126,2,559
255,189,1,330
256,164,2,123
256,67,1,367
256,99,1,577
256,14,1,363
257,135,3,191
258,152,2,294
258,123,3,704
259,161,2,645
259,140,1,396
259,181,3,346
259,116,2,501
260,146,1,501
260,83,2,835
260,126,1,178
260,32,1,91
260,93,1,465
261,64,2,488
261,73,3,427
262,16,3,775
263,104,3,391
263,101,3,503
263,94,2,97
263,79,3,156
263,6,3,519
264,68,2,994
264,71,2,192
264,51,2,913
264,136,3,281
264,191,2,262
265,46,2,715
266,179,1,645
266,23,2,789
267,149,1,459
267,8,1,600
267,117,2,344
267,175,3,317
268,153,3,532
269,18,3,439
270,147,1,988
271,66,1,509
271,34,3,302
272,78,1,630
272,161,1,310
273,46,1,852
273,63,2,398
273,61,2,143
273,117,3,352
273,125,2,548
274,115,1,487
274,170,1,534
274,126,3,637
274,53,3,879
275,91,3,661
275,4,2,721
276,172,3,247
276,199,1,738
277,140,2,940
278,105,3,896
278,189,1,642
279,79,1,582
279,107,1,681
279,54,1,129
279,154,3,753
280,46,3,188
281,200,3,796
282,63,2,623
282,73,1,256
282,197,1,56
282,175,1,748
282,116,3,672
283,10,3,957
283,88,1,477
283,75,1,889
284,169,1,635
284,127,2,261
285,126,1,181
285,193,1,100
285,67,1,132
285,119,2,530
285,147,3,428
286,131,3,631
286,179,3,126
286,44,3,348
287,70,2,258
287,141,2,515
288,194,2,466
288,94,2,52
288,170,2,551
288,28,1,788
289,76,3,282
289,139,3,542
290,191,3,260
290,98,2,202
290,185,2,407
290,70,2,538
290,94,3,371
291,174,1,657
291,133,3,161
291,63,3,498
291,125,3,233
292,109,1,638
292,194,2,681
292,148,3,304
293,146,1,447
293,68,1,951
294,11,3,891
294,74,3,203
295,120,1,602
295,53,1,542
296,46,2,958
296,149,3,238
297,3,1,210
298,120,1,419
298,50,3,65
299,115,1,754
300,32,1,567
300,36,3,323
300,13,3,969
300,76,1,571
300,4,1,352
301,73,3,694
302,154,3,369
302,187,3,234
302,14,1,115
302,190,3,915
302,61,2,903
303,46,1,705
303,58,2,370
303,123,1,222
303,103,3,752
304,143,3,455
305,160,2,530
305,173,1,927
305,133,2,524
306,34,1,990
306,155,3,167
307,57,3,448
307,7,3,655
307,69,3,216
307,152,2,787
307,197,2,920
308,154,2,563
308,127,3,362
308,157,3,429
308,41,1,413
309,134,3,942
310,115,1,191
311,152,2,167
311,51,1,252
312,137,2,254
313,54,2,157
313,16,3,235
313,95,3,877
314,22,2,181
314,190,1,911
314,67,1,888
315,90,3,550
316,192,2,632
317,20,3,878
317,34,2,624
317,48,3,983
318,128,1,599
319,132,1,913
319,195,1,331
320,24,2,407
320,156,1,328
321,26,2,386
321,143,1,440
321,94,2,70
321,94,2,705
321,164,2,693
322,110,1,956
322,139,2,543
322,170,2,554
323,103,1,806
323,177,1,870
323,115,2,592
324,58,2,603
324,165,2,351
324,58,3,719
325,111,1,404
325,13,1,765
325,87,1,211
326,91,2,790
326,141,2,673
326,146,1,889
326,55,1,513
327,7,1,215
327,102,2,694
327,6,3,283
327,196,2,924
328,167,3,632
328,190,1,826
328,60,3,512
329,48,2,545
329,118,3,872
329,37,3,226
330,154,1,298
330,42,3,991
330,154,2,360
330,200,1,347
331,139,1,197
331,181,2,511
331,108,2,99
331,48,1,984
332,170,2,730
332,115,2,767
332,80,3,250
333,178,1,597
333,95,2,353
333,49,3,206
333,69,3,273
334,99,2,639
334,136,3,471
334,169,3,301
334,55,2,153
335,113,1,535
335,33,2,969
335,150,3,337
335,109,2,453
336,114,3,67
336,105,2,116
336,64,1,508
336,182,2,866
337,8,1,947
337,5,3,252
337,154,2,235
337,59,1,936
338,23,3,275
338,60,2,845
338,62,2,172
338,42,3,429
338,147,3,701
339,94,2,481
340,144,2,673
340,173,3,692
341,39,1,671
341,65,1,486
341,90,3,363
341,115,2,228
342,30,2,862
342,53,3,137
342,24,3,143
343,8,2,655
343,66,2,183
343,181,1,436
343,178,2,532
343,43,1,705
344,17,1,855
344,188,3,303
344,12,3,634
344,100,2,832
344,3,1,711
345,2,2,230
345,189,1,884
345,162,3,115
345,51,1,805
345,4,1,618
346,87,1,373
347,1,1,309
347,120,1,449
347,102,2,741
347,92,1,919
348,158,2,738
349,90,2,408
349,111,2,437
349,173,1,109
349,93,1,133
349,170,2,783
350,108,3,715
350,129,2,868
351,73,3,646
351,13,1,399
352,98,1,920
352,169,1,725
352,52,3,168
352,147,3,583
353,37,1,341
354,114,3,128
355,7,2,724
355,145,2,748
356,67,1,602
356,54,3,787
356,195,3,589
356,117,1,482
356,77,3,426
357,67,3,95
358,79,3,419
358,68,2,442
358,38,3,891
358,104,3,516
358,56,1,202
359,112,1,575
359,182,2,58
360,123,2,723
360,139,1,684
360,183,1,599
361,89,2,780
361,1,3,769
361,109,1,238
361,6,2,358
362,23,2,874
362,95,1,102
362,72,1,250
363,167,3,329
363,107,3,196
364,72,2,243
364,198,1,775
364,55,2,440
364,42,3,653
365,37,1,70
366,103,2,390
366,106,3,608
366,83,2,836
366,40,3,594
367,17,1,706
368,47,3,459
368,152,2,247
368,97,3,670
368,184,3,120
369,166,3,934
369,23,1,732
370,47,3,873
371,9,3,968
371,16,2,442
371,175,3,742
371,131,3,678
372,15,2,444
372,62,3,607
372,7,1,531
372,53,1,430
372,80,2,771
373,87,3,126
373,33,2,244
374,59,1,840
375,158,3,697
375,117,1,806
375,10,2,968
375,139,1,504
376,50,1,788
376,51,1,347
376,180,3,934
376,6,2,543
376,43,2,300
377,79,1,715
378,89,3,182
378,4,2,386
378,102,2,860
379,142,3,162
379,84,3,709
379,19,3,343
379,160,3,185
380,140,2,72
381,33,3,266
381,157,3,243
381,7,3,673
381,59,1,574
381,72,2,757
382,112,2,827
383,182,1,319
383,32,3,594
384,31,1,807
384,159,2,334
384,68,1,934
385,17,1,627
385,79,1,477
385,96,3,544
385,132,3,983
386,197,1,555
386,160,1,756
386,143,2,798
387,13,3,803
387,196,2,668
387,37,2,510
387,23,1,99
388,182,1,784
388,21,1,71
388,10,1,184
388,119,2,130
388,192,1,172
389,140,3,476
389,172,3,161
390,72,2,747
390,130,2,417
391,62,2,256
391,67,2,588
391,24,2,340
391,184,2,68
392,181,2,802
393,160,2,823
393,122,2,128
393,166,1,135
394,67,2,500
394,128,3,995
395,133,1,301
395,164,2,936
395,134,2,314
395,52,3,662
395,105,3,88
396,151,2,537
397,185,1,762
397,34,1,640
397,30,1,535
398,169,2,202
398,125,3,190
398,37,3,242
399,193,3,500
399,21,2,887
399,90,2,585
399,177,2,183
399,49,2,458
400,67,1,322
400,23,1,516
400,63,1,305
400,18,3,772
401,151,3,113
401,47,3,849
401,68,3,439
402,164,2,839
403,113,2,139
403,95,3,576
404,103,1,972
404,41,3,969
405,100,2,517
405,29,2,926
405,30,3,970
406,171,1,355
406,85,1,517
406,193,2,781
406,24,1,664
407,16,1,741
407,128,1,367
407,54,2,274
407,108,3,970
408,100,2,840
408,172,2,588
408,86,2,968
409,113,1,861
409,176,2,580
410,170,2,66
411,2,2,705
411,87,1,241
411,119,3,723
411,38,1,282
412,126,1,148
412,147,3,419
412,200,2,370
413,158,1,655
414,44,1,363
414,67,2,98
414,50,2,565
414,68,1,539
414,169,2,954
415,156,1,704
415,177,3,797
415,72,3,288
416,135,2,991
416,20,3,964
416,77,1,332
417,137,3,169
418,50,3,801
418,150,1,365
418,62,3,637
419,136,3,463
420,187,1,361
421,82,1,440
421,47,1,658
421,165,2,546
421,101,3,361
421,13,3,760
422,136,3,799
423,142,3,963
423,196,1,53
423,134,2,562
424,142,3,802
424,96,2,968
424,17,3,505
424,34,2,177
425,145,1,938
425,119,2,464
425,107,3,865
426,139,3,681
426,23,2,389
426,165,2,728
426,86,3,337
426,167,3,250
427,197,3,660
427,155,3,285
428,87,3,384
429,148,1,552
430,148,1,84
430,112,2,436
430,117,2,334
430,169,1,944
430,20,3,728
431,199,2,587
431,112,1,278
431,83,2,615
432,172,2,710
432,173,2,313
432,29,2,956
432,22,3,235
432,38,3,877
433,24,1,381
433,56,3,763
433,119,1,415
433,107,3,751
434,18,3,227
434,73,2,913
434,84,2,175
435,36,1,637
436,18,3,274
436,24,2,368
436,154,1,383
436,174,1,545
437,112,3,506
437,49,2,575
437,187,2,504
437,27,1,609
437,130,1,103
438,112,2,183
438,35,2,136
439,87,2,802
439,12,3,773
439,133,1,736
439,73,1,121
439,183,3,544
440,85,2,667
440,12,1,783
440,99,2,997
440,135,2,589
440,192,2,803
441,95,1,941
441,99,3,288
442,24,2,162
442,145,1,229
443,106,3,845
443,161,1,186
444,106,3,87
444,93,3,799
444,20,3,596
444,41,1,296
444,115,2,757
445,57,1,322
445,131,1,659
446,122,2,852
447,191,3,607
448,71,3,202
448,71,3,584
448,183,3,579
448,22,3,737
449,118,3,558
449,50,2,246
449,131,2,661
449,61,1,643
450,76,2,93
450,44,1,569
450,61,1,126
451,82,2,306
451,36,1,657
451,132,1,321
451,169,3,240
452,192,2,384
452,48,1,347
452,8,3,967
452,135,3,670
452,123,2,72
453,61,3,891
453,26,3,381
453,118,3,585
453,52,3,232
453,49,3,164
454,182,1,566
454,125,2,930
454,31,2,770
454,20,3,560
454,94,3,990
455,132,3,53
455,8,1,545
455,91,1,373
455,166,2,907
455,23,1,532
456,122,2,856
456,78,1,384
456,95,3,985
456,20,2,187
456,67,1,471
457,161,1,198
457,16,2,220
457,8,3,370
457,169,3,134
457,165,3,494
458,61,2,145
458,107,2,181
458,170,1,636
458,64,3,146
459,45,3,851
459,183,2,657
460,47,2,516
460,66,2,785
460,105,2,540
461,170,1,314
461,101,3,342
461,45,2,286
461,40,1,731
461,157,1,483
462,47,3,706
462,140,2,640
462,173,1,254
462,5,2,412
463,158,2,596
463,75,1,599
463,17,3,96
463,115,2,659
463,57,3,869
464,122,1,419
464,152,3,757
464,106,1,225
464,70,1,602
464,123,2,915
465,103,2,914
465,3,2,343
465,152,2,100
465,15,2,103
465,13,2,960
466,132,1,774
466,156,1,184
466,91,2,563
467,189,3,159
468,35,1,481
468,179,1,770
468,147,3,939
468,86,2,206
469,38,3,80
470,126,2,550
471,181,3,677
471,5,2,737
471,50,1,580
472,32,3,980
472,145,3,170
473,136,1,586
473,119,3,451
473,176,3,710
474,52,3,499
474,92,3,263
474,6,2,294
474,54,2,263
474,93,3,230
475,136,3,504
475,171,2,435
475,43,2,979
476,13,3,702
476,85,2,483
476,146,1,639
476,176,1,145
477,44,3,216
477,1,2,755
477,8,1,773
478,176,3,649
478,175,2,396
479,80,3,220
479,111,2,346
479,55,1,449
479,67,3,872
480,92,1,949
480,156,2,867
480,144,2,652
481,163,2,481
482,33,2,939
482,60,2,526
482,167,1,828
483,197,3,935
483,145,2,902
483,74,2,809
483,100,2,823
483,65,1,74
484,143,2,360
485,124,1,467
485,144,2,83
486,108,2,683
486,30,1,956
486,53,3,766
487,138,3,235
487,11,2,905
487,16,1,51
487,10,1,429
487,167,2,369
488,28,1,162
489,58,3,937
489,86,2,409
489,157,1,971
489,137,2,720
489,15,1,268
490,43,3,249
491,2,1,530
491,78,3,473
491,172,2,812
491,31,1,291
492,26,2,718
492,88,2,434
493,168,2,905
493,110,2,436
493,82,1,688
493,72,1,869
494,158,1,858
494,180,1,525
494,54,2,238
494,178,3,369
495,85,1,829
495,48,3,865
495,73,2,586
495,140,3,58
496,166,3,741
496,68,3,735
496,56,3,851
497,58,2,819
497,56,1,243
497,119,3,938
497,76,1,61
498,29,2,198
498,78,1,561
498,195,3,462
498,115,1,284
499,193,3,486
499,33,2,605
500,146,3,839
500,126,1,259
501,182,2,790
501,122,3,772
501,197,2,405
501,180,1,653
501,143,3,623
502,135,3,673
502,135,3,504
502,35,3,981
502,1,3,286
503,17,1,169
503,168,2,892
503,162,2,142
503,66,1,436
503,155,1,493
504,111,1,399
504,130,2,57
504,24,3,647
504,99,1,62
505,194,3,187
506,131,3,969
506,86,2,281
506,132,2,588
507,179,2,532
507,152,3,630
507,147,2,902
508,71,2,748
508,108,1,532
509,50,1,522
509,94,1,497
509,93,2,207
509,64,3,521
510,45,3,85
511,80,1,201
511,193,1,323
511,131,1,405
511,72,3,504
512,13,3,588
512,114,3,365
512,109,2,192
513,82,2,792
514,52,1,755
514,133,1,275
514,178,1,273
515,10,1,50
515,197,3,794
515,47,2,268
515,191,2,340
516,87,3,148
516,176,3,756
516,92,1,635
516,174,2,331
517,96,2,213
517,170,2,536
517,144,1,896
518,113,3,309
518,115,2,735
518,31,1,88
518,18,3,610
519,56,1,548
519,154,1,80
520,195,3,225
520,102,2,842
520,17,3,355
520,35,2,423
521,18,1,416
521,157,3,90
522,184,1,299
522,25,1,71
522,103,1,840
523,183,1,828
523,50,3,978
524,31,1,366
524,159,1,509
524,25,1,363
524,143,1,233
524,21,2,855
525,57,3,789
526,31,1,949
526,122,2,651
526,15,3,938
527,32,1,415
527,2,2,868
527,132,3,848
527,160,3,539
528,36,3,670
528,47,3,475
528,192,3,148
529,95,1,844
529,131,3,309
529,172,1,262
529,58,2,456
529,149,3,606
530,151,1,232
530,68,1,537
530,50,3,711
531,124,3,805
531,184,1,976
531,11,1,644
532,143,1,468
532,169,2,215
532,143,3,61
533,76,2,219
533,161,3,852
533,61,1,287
533,4,1,463
533,154,1,205
534,76,2,822
534,188,2,930
535,5,2,737
535,146,3,412
536,168,2,388
536,139,3,592
536,164,3,361
536,151,1,864
537,64,2,512
537,20,3,480
537,120,3,109
538,131,2,54
538,77,3,383
538,54,1,160
538,112,3,204
538,89,2,372
539,147,2,160
539,4,3,896
539,91,2,761
539,26,2,926
539,99,2,130
540,46,3,659
541,198,1,290
541,45,3,684
541,129,1,625
541,60,2,554
541,46,3,817
542,94,3,315
542,178,1,754
542,66,3,218
542,6,3,498
543,7,1,542
543,54,3,589
543,73,1,421
543,194,3,844
544,124,1,588
544,158,3,981
544,103,2,515
544,158,1,356
545,91,2,100
546,117,3,621
546,118,2,98
546,79,2,220
547,183,3,600
548,30,3,512
548,45,2,786
548,160,3,595
548,25,3,545
548,55,3,571
549,112,3,559
549,171,1,72
549,41,3,544
549,31,3,467
549,141,2,743
550,197,3,446
550,133,2,276
550,7,2,999
550,145,1,616
550,27,1,598
551,145,3,616
551,161,3,335
552,84,3,811
552,92,3,176
552,128,1,560
553,7,3,292
553,62,2,211
553,157,3,544
553,182,2,373
554,125,1,375
554,61,2,76
554,176,3,233
554,144,2,263
554,36,1,766
555,115,3,92
555,45,3,669
555,91,3,760
555,124,3,836
555,151,3,142
556,108,3,778
556,115,3,195
557,107,2,308
557,151,3,464
557,115,3,773
558,109,3,454
559,139,1,240
559,189,3,944
559,135,3,843
560,80,3,659
560,20,2,289
560,122,1,695
560,20,3,999
560,98,2,630
561,20,1,684
561,14,2,736
562,70,2,353
562,132,2,858
562,20,1,454
563,175,2,347
563,77,1,733
563,67,3,743
563,44,2,582
563,186,3,561
564,60,1,917
564,155,3,791
565,142,3,753
565,169,2,382
565,139,1,135
565,54,3,790
565,77,2,775
566,61,3,955
566,159,1,767
566,58,2,379
566,130,3,622
566,70,3,695
567,107,2,342
567,33,1,994
567,86,3,90
567,38,1,963
567,73,3,705
568,150,3,641
568,92,3,522
568,56,3,667
569,40,3,940
569,36,2,213
569,89,3,101
569,101,3,651
569,173,3,528
570,61,2,921
570,80,1,991
570,115,1,588
571,155,3,167
571,35,2,258
571,146,3,933
572,182,1,394
573,199,2,306
573,5,3,341
573,18,2,595
573,157,2,888
