Vendor NR,Invoice Value,startTimestamp,caseId,activityName,CompCode,Vendor,Material type,Cash (discount %),Current Date,Net Order Value Normalized,Cash (discount Days),Invoice Base Date,Invoice ID,Planned delivery time in days,Cash (discount Days) 2,Cash (discount %) 2,Prompt Payment
Vendor1,1034.24,2022-08-25T09:04:26.000,4,Credit Memo Creation,356,AdventureWorks Holding,Finished products,0.1,8/16/2022 12:00:00 AM,1034.24,4.5,2022-09-08T00:00:00.000,1116,14,4.5,0.1,930.816
Vendor1,1034.24,2022-08-25T10:31:49.000,4,Fill Credit Memo,356,AdventureWorks Holding,Finished products,0.1,8/16/2022 12:00:00 AM,1034.24,4.5,2022-09-08T00:00:00.000,1116,14,4.5,0.1,930.816
Vendor1,1034.24,2022-08-25T11:24:57.000,4,Re-issuing the invoice,356,AdventureWorks Holding,Finished products,0.1,8/16/2022 12:00:00 AM,1034.24,4.5,2022-09-08T00:00:00.000,1116,14,4.5,0.1,930.816
Vendor2,555.66,2022-07-21T13:59:40.000,5,Invoice Entry,105,Contoso Metal,Finished products,0.05,7/9/2022 12:00:00 AM,555.66,9,2022-08-20T00:00:00.000,1065,7,9,0.05,500.09396
Vendor2,555.66,2022-07-22T09:19:22.000,5,Check Customer Payment,105,Contoso Metal,Finished products,0.05,7/9/2022 12:00:00 AM,555.66,9,2022-08-20T00:00:00.000,1065,7,9,0.05,500.09396
Vendor2,555.66,2022-07-22T16:32:10.000,5,Credit Memo Entry,105,Contoso Metal,Finished products,0.05,7/9/2022 12:00:00 AM,555.66,9,2022-08-20T00:00:00.000,1065,7,9,0.05,500.09396
Vendor2,555.66,2022-07-25T09:05:26.000,5,Refund Customer,105,Contoso Metal,Finished products,0.05,7/9/2022 12:00:00 AM,555.66,9,2022-08-20T00:00:00.000,1065,7,9,0.05,500.09396
Vendor2,555.66,2022-07-25T16:22:46.000,5,Re-issuing the invoice,105,Contoso Metal,Finished products,0.05,7/9/2022 12:00:00 AM,555.66,9,2022-08-20T00:00:00.000,1065,7,9,0.05,500.09396
Vendor2,501.61,2022-07-27T09:54:58.000,6,Invoice Entry,105,Contoso Metal,Finished products,0.05,7/14/2022 12:00:00 AM,451.44897,9,2022-08-26T00:00:00.000,1131,21,9,0.05,451.44897
Vendor2,501.61,2022-07-27T17:33:44.000,6,Confirm Payment Received,105,Contoso Metal,Finished products,0.05,7/14/2022 12:00:00 AM,451.44897,9,2022-08-26T00:00:00.000,1131,21,9,0.05,451.44897
Vendor2,501.61,2022-07-28T09:39:07.000,6,Refund With Special Voucher,105,Contoso Metal,Finished products,0.05,7/14/2022 12:00:00 AM,451.44897,9,2022-08-26T00:00:00.000,1131,21,9,0.05,451.44897
Vendor2,501.61,2022-07-29T09:05:10.000,6,Complete the Customer Memo,105,Contoso Metal,Finished products,0.05,7/14/2022 12:00:00 AM,451.44897,9,2022-08-26T00:00:00.000,1131,21,9,0.05,451.44897
Vendor2,501.61,2022-08-01T09:09:39.000,6,Approve Invoice,105,Contoso Metal,Finished products,0.05,7/14/2022 12:00:00 AM,451.44897,9,2022-08-26T00:00:00.000,1131,21,9,0.05,451.44897
Vendor2,501.61,2022-08-01T17:33:08.000,6,Credit Memo Creation,105,Contoso Metal,Finished products,0.05,7/14/2022 12:00:00 AM,451.44897,9,2022-08-26T00:00:00.000,1131,21,9,0.05,451.44897
Vendor2,501.61,2022-08-02T09:26:37.000,6,Fill Credit Memo,105,Contoso Metal,Finished products,0.05,7/14/2022 12:00:00 AM,451.44897,9,2022-08-26T00:00:00.000,1131,21,9,0.05,451.44897
Vendor2,501.61,2022-08-02T17:15:24.000,6,Re-issuing the invoice,105,Contoso Metal,Finished products,0.05,7/14/2022 12:00:00 AM,451.44897,9,2022-08-26T00:00:00.000,1131,21,9,0.05,451.44897
Vendor1,1489.96,2022-07-28T15:11:06.000,7,Invoice Entry,356,AdventureWorks Holding,Finished products,0.05,7/15/2022 12:00:00 AM,1340.964,9,2022-08-27T00:00:00.000,1104,21,9,0.05,1340.964
Vendor1,1489.96,2022-07-28T16:11:25.000,7,Check Customer Payment,356,AdventureWorks Holding,Finished products,0.05,7/15/2022 12:00:00 AM,1340.964,9,2022-08-27T00:00:00.000,1104,21,9,0.05,1340.964
Vendor1,1489.96,2022-07-28T17:09:56.000,7,Credit Memo Entry,356,AdventureWorks Holding,Finished products,0.05,7/15/2022 12:00:00 AM,1340.964,9,2022-08-27T00:00:00.000,1104,21,9,0.05,1340.964
Vendor1,1489.96,2022-07-29T09:38:28.000,7,Refund Customer,356,AdventureWorks Holding,Finished products,0.05,7/15/2022 12:00:00 AM,1340.964,9,2022-08-27T00:00:00.000,1104,21,9,0.05,1340.964
Vendor1,1489.96,2022-07-29T10:22:07.000,7,Re-issuing the invoice,356,AdventureWorks Holding,Finished products,0.05,7/15/2022 12:00:00 AM,1340.964,9,2022-08-27T00:00:00.000,1104,21,9,0.05,1340.964
Vendor2,2077.94,2022-07-26T12:19:50.000,8,Invoice Entry,105,Contoso Metal,Trading goods,0.05,7/16/2022 12:00:00 AM,1870.1459,9,2022-08-25T00:00:00.000,1015,21,9,0.05,1870.1459
Vendor2,2077.94,2022-07-26T13:35:06.000,8,Confirm Payment Received,105,Contoso Metal,Trading goods,0.05,7/16/2022 12:00:00 AM,1870.1459,9,2022-08-25T00:00:00.000,1015,21,9,0.05,1870.1459
Vendor2,2077.94,2022-07-26T14:33:29.000,8,Refund With Standard Voucher,105,Contoso Metal,Trading goods,0.05,7/16/2022 12:00:00 AM,1870.1459,9,2022-08-25T00:00:00.000,1015,21,9,0.05,1870.1459
Vendor2,2077.94,2022-07-26T15:39:33.000,8,Complete the Customer Memo,105,Contoso Metal,Trading goods,0.05,7/16/2022 12:00:00 AM,1870.1459,9,2022-08-25T00:00:00.000,1015,21,9,0.05,1870.1459
Vendor2,2077.94,2022-07-26T17:35:28.000,8,Reject Invoice,105,Contoso Metal,Trading goods,0.05,7/16/2022 12:00:00 AM,1870.1459,9,2022-08-25T00:00:00.000,1015,21,9,0.05,1870.1459
Vendor2,2077.94,2022-07-27T09:33:39.000,8,Refund With Standard Voucher,105,Contoso Metal,Trading goods,0.05,7/16/2022 12:00:00 AM,1870.1459,9,2022-08-25T00:00:00.000,1015,21,9,0.05,1870.1459
Vendor2,2077.94,2022-07-27T10:17:13.000,8,Complete the Customer Memo,105,Contoso Metal,Trading goods,0.05,7/16/2022 12:00:00 AM,1870.1459,9,2022-08-25T00:00:00.000,1015,21,9,0.05,1870.1459
Vendor2,2077.94,2022-07-27T12:56:40.000,8,Reject Invoice,105,Contoso Metal,Trading goods,0.05,7/16/2022 12:00:00 AM,1870.1459,9,2022-08-25T00:00:00.000,1015,21,9,0.05,1870.1459
Vendor2,2077.94,2022-07-27T15:08:05.000,8,Refund With Standard Voucher,105,Contoso Metal,Trading goods,0.05,7/16/2022 12:00:00 AM,1870.1459,9,2022-08-25T00:00:00.000,1015,21,9,0.05,1870.1459
Vendor2,2077.94,2022-07-27T16:05:31.000,8,Complete the Customer Memo,105,Contoso Metal,Trading goods,0.05,7/16/2022 12:00:00 AM,1870.1459,9,2022-08-25T00:00:00.000,1015,21,9,0.05,1870.1459
Vendor2,2077.94,2022-07-28T09:43:59.000,8,Approve Invoice,105,Contoso Metal,Trading goods,0.05,7/16/2022 12:00:00 AM,1870.1459,9,2022-08-25T00:00:00.000,1015,21,9,0.05,1870.1459
Vendor2,2077.94,2022-07-28T12:05:28.000,8,Credit Memo Creation,105,Contoso Metal,Trading goods,0.05,7/16/2022 12:00:00 AM,1870.1459,9,2022-08-25T00:00:00.000,1015,21,9,0.05,1870.1459
Vendor2,2077.94,2022-07-28T12:57:23.000,8,Fill Credit Memo,105,Contoso Metal,Trading goods,0.05,7/16/2022 12:00:00 AM,1870.1459,9,2022-08-25T00:00:00.000,1015,21,9,0.05,1870.1459
Vendor2,2077.94,2022-07-28T13:39:13.000,8,Re-issuing the invoice,105,Contoso Metal,Trading goods,0.05,7/16/2022 12:00:00 AM,1870.1459,9,2022-08-25T00:00:00.000,1015,21,9,0.05,1870.1459
Vendor4,347.96,2022-07-29T13:36:36.000,9,Invoice Entry,105,Leprechaun Ltd.,Finished products,0.1,7/18/2022 12:00:00 AM,313.16397,4.5,2022-08-13T00:00:00.000,1028,21,4.5,0.1,313.16397
Vendor4,347.96,2022-07-29T14:43:19.000,9,Check Customer Payment,105,Leprechaun Ltd.,Finished products,0.1,7/18/2022 12:00:00 AM,313.16397,4.5,2022-08-13T00:00:00.000,1028,21,4.5,0.1,313.16397
Vendor4,347.96,2022-07-29T15:48:18.000,9,Credit Memo Entry,105,Leprechaun Ltd.,Finished products,0.1,7/18/2022 12:00:00 AM,313.16397,4.5,2022-08-13T00:00:00.000,1028,21,4.5,0.1,313.16397
Vendor4,347.96,2022-07-29T16:30:46.000,9,Refund Customer,105,Leprechaun Ltd.,Finished products,0.1,7/18/2022 12:00:00 AM,313.16397,4.5,2022-08-13T00:00:00.000,1028,21,4.5,0.1,313.16397
Vendor4,347.96,2022-07-29T17:48:24.000,9,Re-issuing the invoice,105,Leprechaun Ltd.,Finished products,0.1,7/18/2022 12:00:00 AM,313.16397,4.5,2022-08-13T00:00:00.000,1028,21,4.5,0.1,313.16397
Vendor5,1020.03,2022-07-25T10:07:36.000,10,Invoice Entry,105,Katingale Union,Finished products,0.05,7/18/2022 12:00:00 AM,1020.03,9,2022-08-24T00:00:00.000,1006,21,9,0.05,918.027
Vendor5,1020.03,2022-07-25T15:53:52.000,10,Confirm Payment Received,105,Katingale Union,Finished products,0.05,7/18/2022 12:00:00 AM,1020.03,9,2022-08-24T00:00:00.000,1006,21,9,0.05,918.027
Vendor5,1020.03,2022-07-26T09:52:09.000,10,Refund With Standard Voucher,105,Katingale Union,Finished products,0.05,7/18/2022 12:00:00 AM,1020.03,9,2022-08-24T00:00:00.000,1006,21,9,0.05,918.027
Vendor5,1020.03,2022-07-26T16:03:21.000,10,Complete the Customer Memo,105,Katingale Union,Finished products,0.05,7/18/2022 12:00:00 AM,1020.03,9,2022-08-24T00:00:00.000,1006,21,9,0.05,918.027
Vendor5,1020.03,2022-07-27T09:12:27.000,10,Approve Invoice,105,Katingale Union,Finished products,0.05,7/18/2022 12:00:00 AM,1020.03,9,2022-08-24T00:00:00.000,1006,21,9,0.05,918.027
Vendor5,1020.03,2022-07-28T09:18:15.000,10,Credit Memo Creation,105,Katingale Union,Finished products,0.05,7/18/2022 12:00:00 AM,1020.03,9,2022-08-24T00:00:00.000,1006,21,9,0.05,918.027
Vendor5,1020.03,2022-07-28T16:03:38.000,10,Fill Credit Memo,105,Katingale Union,Finished products,0.05,7/18/2022 12:00:00 AM,1020.03,9,2022-08-24T00:00:00.000,1006,21,9,0.05,918.027
Vendor5,1020.03,2022-07-29T09:04:33.000,10,Re-issuing the invoice,105,Katingale Union,Finished products,0.05,7/18/2022 12:00:00 AM,1020.03,9,2022-08-24T00:00:00.000,1006,21,9,0.05,918.027
Vendor3,3392,2022-07-19T09:58:31.000,11,Invoice Entry,356,Northwind,Materials procured externally,0.05,7/12/2022 12:00:00 AM,3052.7998,9,2022-08-18T00:00:00.000,1112,14,9,0.05,3052.7998
Vendor3,3392,2022-07-19T11:06:38.000,11,Check Customer Payment,356,Northwind,Materials procured externally,0.05,7/12/2022 12:00:00 AM,3052.7998,9,2022-08-18T00:00:00.000,1112,14,9,0.05,3052.7998
Vendor3,3392,2022-07-19T11:48:20.000,11,Credit Memo Entry,356,Northwind,Materials procured externally,0.05,7/12/2022 12:00:00 AM,3052.7998,9,2022-08-18T00:00:00.000,1112,14,9,0.05,3052.7998
Vendor3,3392,2022-07-19T12:56:56.000,11,Refund Customer,356,Northwind,Materials procured externally,0.05,7/12/2022 12:00:00 AM,3052.7998,9,2022-08-18T00:00:00.000,1112,14,9,0.05,3052.7998
Vendor3,3392,2022-07-19T14:45:31.000,11,Re-issuing the invoice,356,Northwind,Materials procured externally,0.05,7/12/2022 12:00:00 AM,3052.7998,9,2022-08-18T00:00:00.000,1112,14,9,0.05,3052.7998
Vendor3,4833.42,2022-08-09T15:36:12.000,12,Invoice Entry,356,Northwind,Finished products,0.1,7/31/2022 12:00:00 AM,4350.0776,4.5,2022-08-24T00:00:00.000,1045,21,4.5,0.1,4350.0776
Vendor3,4833.42,2022-08-09T16:51:43.000,12,Check Customer Payment,356,Northwind,Finished products,0.1,7/31/2022 12:00:00 AM,4350.0776,4.5,2022-08-24T00:00:00.000,1045,21,4.5,0.1,4350.0776
Vendor3,4833.42,2022-08-09T17:45:30.000,12,Credit Memo Entry,356,Northwind,Finished products,0.1,7/31/2022 12:00:00 AM,4350.0776,4.5,2022-08-24T00:00:00.000,1045,21,4.5,0.1,4350.0776
Vendor3,4833.42,2022-08-10T09:54:45.000,12,Refund Customer,356,Northwind,Finished products,0.1,7/31/2022 12:00:00 AM,4350.0776,4.5,2022-08-24T00:00:00.000,1045,21,4.5,0.1,4350.0776
Vendor3,4833.42,2022-08-10T10:53:13.000,12,Re-issuing the invoice,356,Northwind,Finished products,0.1,7/31/2022 12:00:00 AM,4350.0776,4.5,2022-08-24T00:00:00.000,1045,21,4.5,0.1,4350.0776
Vendor2,2060.53,2022-08-18T10:20:49.000,13,Invoice Entry,356,Contoso Metal,Trading goods,0.05,8/4/2022 12:00:00 AM,1854.4769,9,2022-09-17T00:00:00.000,1056,7,9,0.05,1854.4769
Vendor2,2060.53,2022-08-18T11:41:40.000,13,Check Customer Payment,356,Contoso Metal,Trading goods,0.05,8/4/2022 12:00:00 AM,1854.4769,9,2022-09-17T00:00:00.000,1056,7,9,0.05,1854.4769
Vendor2,2060.53,2022-08-18T12:20:45.000,13,Credit Memo Entry,356,Contoso Metal,Trading goods,0.05,8/4/2022 12:00:00 AM,1854.4769,9,2022-09-17T00:00:00.000,1056,7,9,0.05,1854.4769
Vendor2,2060.53,2022-08-18T13:00:57.000,13,Refund Customer,356,Contoso Metal,Trading goods,0.05,8/4/2022 12:00:00 AM,1854.4769,9,2022-09-17T00:00:00.000,1056,7,9,0.05,1854.4769
Vendor2,2060.53,2022-08-18T13:56:37.000,13,Re-issuing the invoice,356,Contoso Metal,Trading goods,0.05,8/4/2022 12:00:00 AM,1854.4769,9,2022-09-17T00:00:00.000,1056,7,9,0.05,1854.4769
Vendor4,173.17,2022-07-21T16:38:04.000,14,Invoice Entry,356,Leprechaun Ltd.,Finished products,0.1,7/13/2022 12:00:00 AM,155.853,4.5,2022-08-05T00:00:00.000,1011,21,4.5,0.1,155.853
Vendor4,173.17,2022-07-22T09:11:51.000,14,Confirm Payment Received,356,Leprechaun Ltd.,Finished products,0.1,7/13/2022 12:00:00 AM,155.853,4.5,2022-08-05T00:00:00.000,1011,21,4.5,0.1,155.853
Vendor4,173.17,2022-07-22T10:46:54.000,14,Refund With Standard Voucher,356,Leprechaun Ltd.,Finished products,0.1,7/13/2022 12:00:00 AM,155.853,4.5,2022-08-05T00:00:00.000,1011,21,4.5,0.1,155.853
Vendor4,173.17,2022-07-22T11:36:02.000,14,Complete the Customer Memo,356,Leprechaun Ltd.,Finished products,0.1,7/13/2022 12:00:00 AM,155.853,4.5,2022-08-05T00:00:00.000,1011,21,4.5,0.1,155.853
Vendor4,173.17,2022-07-22T13:49:21.000,14,Reject Invoice,356,Leprechaun Ltd.,Finished products,0.1,7/13/2022 12:00:00 AM,155.853,4.5,2022-08-05T00:00:00.000,1011,21,4.5,0.1,155.853
Vendor4,173.17,2022-07-22T16:44:19.000,14,Refund With Standard Voucher,356,Leprechaun Ltd.,Finished products,0.1,7/13/2022 12:00:00 AM,155.853,4.5,2022-08-05T00:00:00.000,1011,21,4.5,0.1,155.853
Vendor4,173.17,2022-07-22T17:24:25.000,14,Complete the Customer Memo,356,Leprechaun Ltd.,Finished products,0.1,7/13/2022 12:00:00 AM,155.853,4.5,2022-08-05T00:00:00.000,1011,21,4.5,0.1,155.853
Vendor4,173.17,2022-07-25T09:48:35.000,14,Approve Invoice,356,Leprechaun Ltd.,Finished products,0.1,7/13/2022 12:00:00 AM,155.853,4.5,2022-08-05T00:00:00.000,1011,21,4.5,0.1,155.853
Vendor4,173.17,2022-07-25T13:09:43.000,14,Credit Memo Creation,356,Leprechaun Ltd.,Finished products,0.1,7/13/2022 12:00:00 AM,155.853,4.5,2022-08-05T00:00:00.000,1011,21,4.5,0.1,155.853
Vendor4,173.17,2022-07-25T13:57:11.000,14,Fill Credit Memo,356,Leprechaun Ltd.,Finished products,0.1,7/13/2022 12:00:00 AM,155.853,4.5,2022-08-05T00:00:00.000,1011,21,4.5,0.1,155.853
Vendor4,173.17,2022-07-25T14:38:32.000,14,Re-issuing the invoice,356,Leprechaun Ltd.,Finished products,0.1,7/13/2022 12:00:00 AM,155.853,4.5,2022-08-05T00:00:00.000,1011,21,4.5,0.1,155.853
Vendor5,1198.1,2022-07-22T09:03:03.000,15,Invoice Entry,105,Katingale Union,Finished products,0.1,7/15/2022 12:00:00 AM,1198.1,4.5,2022-08-06T00:00:00.000,1040,7,4.5,0.1,1078.2899
Vendor5,1198.1,2022-07-22T17:47:02.000,15,Confirm Payment Received,105,Katingale Union,Finished products,0.1,7/15/2022 12:00:00 AM,1198.1,4.5,2022-08-06T00:00:00.000,1040,7,4.5,0.1,1078.2899
Vendor5,1198.1,2022-07-25T09:12:17.000,15,Refund With Special Voucher,105,Katingale Union,Finished products,0.1,7/15/2022 12:00:00 AM,1198.1,4.5,2022-08-06T00:00:00.000,1040,7,4.5,0.1,1078.2899
Vendor5,1198.1,2022-07-26T09:38:31.000,15,Complete the Customer Memo,105,Katingale Union,Finished products,0.1,7/15/2022 12:00:00 AM,1198.1,4.5,2022-08-06T00:00:00.000,1040,7,4.5,0.1,1078.2899
Vendor5,1198.1,2022-07-26T17:56:45.000,15,Approve Invoice,105,Katingale Union,Finished products,0.1,7/15/2022 12:00:00 AM,1198.1,4.5,2022-08-06T00:00:00.000,1040,7,4.5,0.1,1078.2899
Vendor5,1198.1,2022-07-27T09:25:15.000,15,Credit Memo Creation,105,Katingale Union,Finished products,0.1,7/15/2022 12:00:00 AM,1198.1,4.5,2022-08-06T00:00:00.000,1040,7,4.5,0.1,1078.2899
Vendor5,1198.1,2022-07-27T16:14:20.000,15,Fill Credit Memo,105,Katingale Union,Finished products,0.1,7/15/2022 12:00:00 AM,1198.1,4.5,2022-08-06T00:00:00.000,1040,7,4.5,0.1,1078.2899
Vendor5,1198.1,2022-07-28T09:33:15.000,15,Re-issuing the invoice,105,Katingale Union,Finished products,0.1,7/15/2022 12:00:00 AM,1198.1,4.5,2022-08-06T00:00:00.000,1040,7,4.5,0.1,1078.2899
